dataset,id,content
Train,139_8.mp4,ソファに並んで座ったカップルが楽しそうに喋ったりしてじゃれあっている
Train,140_1.mp4,新郎新婦が、白いワンピース姿の少女達との写真撮影に臨んでいる
Train,140_10.mp4,人々が室内のパーティー会場に集まっている
Train,140_11.mp4,新郎新婦や参列者らが、屋外で数パターンの写真撮影に臨んでいる
Train,140_13.mp4,マイクを持った女性が、結婚披露パーティーでスピーチをしている
Train,140_14.mp4,新郎新婦や多くの参列者らが、楽しそうに結婚披露パーティーに参加している
Train,140_15.mp4,多くの人が結婚披露パーティーに参加している
Train,140_17.mp4,禿頭の男性と白いドレスの女性が手を取り合って会場を歩いている
Train,140_18.mp4,少々前かがみの姿勢でペアを組んでいる男女が、カメラに笑顔を向けている
Train,140_19.mp4,沢山の人たちが思い思いにパーティーを楽しんでいる
Train,140_2.mp4,花柄のシャツを着た女性が、カメラに向かって楽しそうに何か語っている
Train,140_20.mp4,子供を含めドレスアップした女性たちが、何かの始まりに備えるようにフロアに集まっている
Train,140_23.mp4,盛り上がるフロアの一角で、肩を組んだ二人の女性が、笑顔で手やブーケを掲げている
Train,140_3.mp4,ソファに座った女性が、声に出して手元の紙を読んでいる
Train,140_4.mp4,ソファに座った女性が、涙をぬぐったりしながら手元の紙を読み上げている
Train,140_5.mp4,浴衣のようなものを着た女性が自撮りする後ろに映り込んだ男女が、カメラに手を振っている
Train,140_7.mp4,並んだ二人の女性が、楽しそうなやりとりをカメラに見せている
Train,140_8.mp4,結婚式の参列者たちが、新郎や新婦との記念写真に臨んでいる
Train,142_1.mp4,エプロンをした男性が、家族の集う食卓へ飲み物を運んでいる
Train,144_1.mp4,スタンド席に集まった膨大な数の人たちが、拳をあげたり声をあげたりしている
Train,144_2.mp4,観客と思われる大勢の人達が、拳をあげたり声をあげたりしている
Train,146_1.mp4,夜間の屋外で、人々が横断幕を広げた横で、男性が拡声器で何か声を発している
Train,146_10.mp4,夜間の屋外で、人々が横断幕を持って立つ横で、男性が拡声器で何か主張している
Train,146_11.mp4,人々が夜間の屋外に集まり、横断幕やスピーチで何かを主張している
Train,146_12.mp4,夜間の屋外に集まった人々が、声を揃えてデモ活動している
Train,146_13.mp4,人々が、夜間の通りで声をあげながらデモ行進している
Train,146_4.mp4,夜間の屋外に、多くの人がデモのために集まっている
Train,146_5.mp4,デモのために集まった人たちが、静かに待機している
Train,146_6.mp4,夜間の屋外で、多くの人がデモの開始を待っている
Train,146_7.mp4,夜間の屋外でデモに集まった人たちが、静かに待っている
Train,146_8.mp4,横断幕を広げて立つ人々の横で、拡声器を下げた男性が手元の何かを確認している
Train,146_9.mp4,拡声器を持った男性が演説を開始しようとしている
Train,147_1.mp4,多くの人がプラカードや旗などを持って、デモの開始を待っている
Train,147_10.mp4,デモに集まった人たちが、旗を掲げた男性の掛け声に呼応している
Train,147_11.mp4,デモに集った人達に、眼鏡の男性が拡声器で何か語りかけようとしている
Train,147_12.mp4,眼鏡の男性が、デモに集まった人たちに拡声器で何か語りかけている
Train,147_13.mp4,デモに集まった人たちがそろって声をあげている
Train,147_2.mp4,人々がデモに集まる中、男性の一人が別の男性から旗棒を受け取っている
Train,147_3.mp4,ロープの張られた区画に、子供連れを含む多数の人がデモに集まっている
Train,147_4.mp4,プラカードや旗などを持ってデモに集まった人たちが、無言で何か抗議している
Train,147_5.mp4,子供を多数含んだデモ参加者が、通りを挟んで立つ数人の人と対峙するように並んでいる
Train,147_6.mp4,集団の後方にやや疎らに立っている人々が、控えめにデモ参加している
Train,147_7.mp4,デモ隊をバックに置いた眼鏡の男性が、腕組みしてカメラに何か主張している
Train,147_8.mp4,集まったデモ参加者たちが、そろって声をあげている
Train,148_1.mp4,メッセージボードを持ったりした多くの人が通りを行進している
Train,148_10.mp4,赤いマフラーを巻いた男性が、周囲に向けて何か主張している
Train,148_11.mp4,赤いマフラーを巻いた男性が、周囲を見渡しながら何か語り掛けている
Train,148_2.mp4,デモ参加者達が店舗に面した歩道を歩いている
Train,148_4.mp4,メッセージボードを持ったりしたデモ参加者達が、静かに歩道を歩いている
Train,148_5.mp4,メッセージボードを持ったりしたデモ参加者達が、日暮れ時の歩道を行進している
Train,148_6.mp4,デモ行進の行われている街角で、屈強な数人の男性が警戒するように立っている
Train,148_8.mp4,赤いマフラーを巻いた男性が、聴衆に向けて何か語っている
Train,148_9.mp4,赤いマフラーを巻いた男性が、聴衆に向けて何か主張を述べている
Train,149_1.mp4,舞台上の男性の一人が、歩きながらマイクで観客に語り掛けている
Train,149_10.mp4,舞台上で、マイクを持った男性が、声色を使ったりしながら観客を盛り上げようとしている
Train,149_12.mp4,舞台上のソファに座った男性の一人が、マイクを持った男性をからかうような言動を見せている
Train,149_13.mp4,観客や舞台上の共演者が、マイクを持った男性のパフォーマンスを面白がっている
Train,149_14.mp4,舞台上のマイクを持った男性が、大きな手ぶりを交えながら感情的にトークしている
Train,149_15.mp4,舞台上でマイクを持った男性が、歩きながら観客に何か語っている
Train,149_16.mp4,客席のどよめきの余韻の中、マイクを持った男性が声高に何か発表しようとしている
Train,149_17.mp4,舞台上のソファに座った男女が愉快そうに笑っている
Train,149_2.mp4,マイクを持った男性が、大袈裟な身振りでステージ上の出演者を示して何か言っている
Train,149_4.mp4,マイクを持った男性が、客席に向かい声高にトークを繰り広げている
Train,149_5.mp4,客席に着いた観客達が、楽しそうに手を叩いたり口笛を吹いたりしている
Train,149_6.mp4,マイクを持った男性がステージ上を行ったり来たりしながら、何かまくし立てている
Train,149_7.mp4,マイクを持った男性が、舞台上のソファで足を組む男性を指さし、何かまくし立てている
Train,149_8.mp4,客席の観客達が、歓声を上げたり手を叩いたりして盛り上がっている
Train,149_9.mp4,マイクを持った男性が客席に何か吠えた後、舞台上の共演者と打ち合わせじみた会話をしている
Train,155_1.mp4,デモ参加者がプラカード等を持ったりしてたむろしている
Train,155_10.mp4,デモ参加者が待機する一角で、一人の男性が円盤状のものを鐘のように叩いている
Train,155_11.mp4,デモ参加者らが比較的穏やかな様子で待機している
Train,155_12.mp4,緑地公園のようなところに、多くの人がデモのために集まっている
Train,155_13.mp4,プラカードを持ったりした人たちが野外に集まり待機している
Train,155_14.mp4,プラカードを持ったりした人たちがデモのため広場に集まっている
Train,155_18.mp4,公園のようなところに集まった人々が、デモの開始を待っている
Train,155_2.mp4,笛や鐘の音が響く中、人々がデモのために集まってきている
Train,155_20.mp4,笛などが響く中、人々がデモのため緑地公園に集まってきている
Train,155_22.mp4,集まってきた人たちの多くが、のんびりデモの開始を待っている
Train,155_24.mp4,緑地公園のようなところで、人々がデモのために集まっている
Train,155_25.mp4,集まった人たちが駄弁ったり居所を変えたりしながら、デモの開始を待っている
Train,155_27.mp4,集まった人たちが駄弁ったりしながらデモの開始を待っている
Train,155_28.mp4,集まったデモ参加者たちが、思い思いにデモの開始を待っている
Train,155_29.mp4,デモ参加者たちが集まり、少々手持ち無沙汰にデモの開始を待っている
Train,155_31.mp4,集まったデモ参加者のうち、一部が居所替えをしている
Train,155_32.mp4,赤いメッセージボードを持った女性が、何か探すように遠方を見つめながらゆっくり向きを変えている
Train,155_36.mp4,多くのデモ参加者が、デモの開始を待ちながらたむろしている
Train,155_37.mp4,多くのデモ参加者が、デモの開始を待ちわびるようにたむろしている
Train,155_38.mp4,デモ参加者が待機する中、一部の参加者が移動したりしている
Train,155_39.mp4,集まったデモ参加者の一部が、声を揃えて掛け声を始めている
Train,155_4.mp4,笛や鐘の鳴る中、デモ参加者の一部が落ち着く先を探して移動している
Train,155_43.mp4,集まったデモ参加者の中、女性の一人がプラカードで日差しを遮るようにしている
Train,155_44.mp4,一部の人たちが、デモ参加者がたむろする会場を、何か探すように移動している
Train,155_45.mp4,集まった人々が雑談したりしながらデモの開始を待っている
Train,155_46.mp4,屋外の広場で、多数のデモ参加者が祭りに参加するように集まっている
Train,155_47.mp4,多くの人たちがプラカードなどを持ったりしてデモの開始を待っている
Train,155_48.mp4,人々が駄弁ったり、カメラを回したり、各々自由にデモの開始を待っている
Train,155_49.mp4,人々がイベントを楽しむようにデモの開始を待っている
Train,155_51.mp4,掛け声が広まりつつあるデモ集会を、数人のカメラマンが撮影している
Train,155_52.mp4,数人の人が、掛け声の上がるデモ集会を撮影している
Train,155_53.mp4,集まったデモ参加者の一部が掛け声を上げている
Train,155_55.mp4,集まったデモ参加者の一部が、リズムを揃えて掛け声を上げている
Train,155_56.mp4,デモへの機運が高まり始めている会場で、人々が開始を待って待機している
Train,155_57.mp4,赤いシャツの男性が、デモに集まった人々の様子をスマホで撮影している
Train,155_6.mp4,人々が、どこかのんびりした様子でデモの開始を待っている
Train,155_7.mp4,集まったデモ参加者の一部が、笛のようなものを鳴らしている
Train,155_8.mp4,髪を一つにまとめた女性が、デモ参加者の一人にチラシのようなものを渡している
Train,156_1.mp4,通りにいる男性の一人が、後方から聞こえてくるシュプレヒコールを気にしながら歩いている
Train,156_10.mp4,大勢の人が、通りを埋め尽くしてデモ行進している
Train,156_11.mp4,大勢の人が通りを埋め尽くし、掛け声をあげたりしながらデモ行進している
Train,156_12.mp4,通りを埋め尽くした大勢の人々が、リズミカルな掛け声をあげたりしながらデモ行進している
Train,156_14.mp4,通りを埋め尽くした大勢の人々が、活発に声をあげたりしながらデモ行進している
Train,156_15.mp4,人々が、おしゃべりしたりしながらデモ行進の列に加わっている
Train,156_17.mp4,列後方の人たちが、少々のんびりした様子でデモ行進に参加している
Train,156_2.mp4,一般市民の後方から、デモ参加者がシュプレヒコールしながら行進してきている
Train,156_3.mp4,大勢の人が声をあげながら、道幅いっぱいに広がってデモ行進している
Train,156_4.mp4,数人の人が音頭をとりながらデモ行進を導いている
Train,156_6.mp4,大勢の人が活発に声をあげながらデモ行進している
Train,156_8.mp4,大勢のデモ参加者が、にぎやかに声をあげたりしながら行進している
Train,156_9.mp4,通りを埋め尽くす人々が、活発にデモ行進している
Train,158_1.mp4,髭の男性が厳めしい顔つきで、赤っぽい服の女性に何か言っている
Train,158_10.mp4,髭の男性が厳めしい顔つきで、赤っぽい服の女性に声を荒げている
Train,158_11.mp4,髭の男性と赤っぽい服を着た女性が何か言い合っている
Train,158_12.mp4,髭の男性が非難めいた口調で、赤っぽい服を着た女性に何か言っている
Train,158_15.mp4,髭の男性が厳しい口調で、赤っぽい服を着た女性に何か言い聞かせている
Train,158_17.mp4,男性らが、厳しい口調で女性たちに何か言っている
Train,158_18.mp4,髭の男性と赤っぽい服を着た女性が、手振りを交えて何か言い合っている
Train,158_2.mp4,髭の男性と赤っぽい服の女性が、少々険のある様子で何か言い合っている
Train,158_20.mp4,髭の男性が、赤っぽい服の女性を厳しく非難している
Train,158_21.mp4,男性らが、赤っぽい服の女性を非難している
Train,158_22.mp4,強めの口調で責め立てる男性らに、赤っぽい服の女性が静かに反論している
Train,158_23.mp4,男性らが興奮気味に、赤っぽい服の女性を責め立てている
Train,158_24.mp4,男性らが手振り付きで興奮気味に、赤っぽい服の女性を非難している
Train,158_25.mp4,人だかりの中、男性らと赤っぽい服の女性が口論している
Train,158_26.mp4,男性らが昂った様子で赤っぽい服の女性を責め立てている
Train,158_27.mp4,言い合いをする男性らと赤っぽい服の女性を取り囲んだ人たちがざわついている
Train,158_28.mp4,赤っぽい服の女性の言葉に、男性らが激しく反論している
Train,158_3.mp4,髭の男性と赤っぽい服の女性が何か言い合っている
Train,158_4.mp4,人だかりの中で、髭の男性と赤っぽい服の女性が何か言い合っている
Train,158_5.mp4,赤っぽい服の女性と言い合っている髭の男性が激昂し始めている
Train,158_7.mp4,髭の男性が怒ったように主張している
Train,158_8.mp4,男性らが声を高めて何かを強く非難している
Train,158_9.mp4,男性らが強い口調で何かを責め立てている
Train,160_10.mp4,責め調子の男性の発言に、女性が手にした資料をひっくり返したりして確認している
Train,160_11.mp4,オレンジの服の女性と髭の男性が強めの口調で何か言い合ってる
Train,160_12.mp4,髭の男性が激昂して何か捲し立てている
Train,160_13.mp4,髭の男性が強い口調で何か主張している
Train,160_14.mp4,手振り付きで激しく主張する男性に、オレンジの服の女性が困ったように相槌を打っている
Train,160_16.mp4,男性が手振りしながら何かを強く主張している
Train,160_2.mp4,男性と女性が何か確認し合いながら議論を進めようとしている
Train,160_3.mp4,男性が、手にした紙を女性に突き出し、怒ったように何か主張している
Train,160_5.mp4,男性が大きな身振り手振りで、激怒したように何か主張している
Train,160_6.mp4,髭の男性が指折り何か数えながら、責めるような口調で発言している
Train,160_7.mp4,女性が手振りを交えながら、少々気分を害したような声で主張を述べている
Train,160_8.mp4,オレンジの服の女性が手振りを交えながらキッパリと意見を述べている
Train,160_9.mp4,資料を片手にした女性が手振りを交えながら強く何かを主張している
Train,161_1.mp4,黒髪の男性がマイクを相手に向けてインタビューしている
Train,161_11.mp4,少々高いステージにいる男性が、向けられているマイクに答えている
Train,161_12.mp4,マイクを持った男性が、少々高いステージにいる男性らにインタビューしている
Train,161_13.mp4,インタビューされている男性らが、インタビュアーをバカにしたような態度をとっている
Train,161_15.mp4,人だかりの中、一人の男性がインタビューを行っている
Train,161_16.mp4,サングラスのようなものを持った人がインタビューに答えている
Train,161_17.mp4,嘲笑の上がる中、男性がインタビューし続けている
Train,161_18.mp4,髪をまとめた男性が、眉をしかめて考えながらインタビューに答えている
Train,161_19.mp4,サングラスを持った人が、芝居がかった身振りでインタビューに答えている
Train,161_21.mp4,髪をまとめた男性が、呆れたような表情でインタビューに答えている
Train,161_22.mp4,マイクを持った男性が、一段高いステージ上の男性に手振りを交えながらインタビューしている
Train,161_23.mp4,若者にインタビューしている男性が、振り返って誰かを呼んでいる
Train,161_24.mp4,マイクを向けられている男性が、野次馬の歓声を受けて調子に乗っている
Train,161_26.mp4,マイクを向けられている男性が、おちょくるような態度で受け答えしている
Train,161_27.mp4,マイクを向けている男性と向けられている男性が、少々興奮して言い合っている
Train,161_3.mp4,人々の歓声の中、髪をまとめた男性が何か語っている
Train,161_30.mp4,マイクを持った男性が、ドレッドヘアの男性と髪をまとめた男性の会話を遮ってインタビューしている
Train,161_31.mp4,髪をまとめた男性が、マイクを向けてくる男性を見下したように見下ろしている
Train,161_32.mp4,髪をまとめた男性が、おちょくるような口調でマイクに話している
Train,161_33.mp4,髪をまとめた男性が、インタビュアーに声をかぶせて黙らせている
Train,161_35.mp4,髪をまとめた男性が、興奮した口ぶりでマイクに向かって主張している
Train,161_38.mp4,カップを持った男性が、歯切れのいい口調で番組収録に臨んでいる
Train,161_4.mp4,ざわめきの中で、屯した男性らがにやけたり、場をあおるような発言をしたりしている
Train,161_6.mp4,マイクを持った男性が、ふざけたように叫ぶ男性に何か問いかけている
Train,161_7.mp4,髪をまとめた男性が、マイクを持った男性に不遜な態度で答えている
Train,161_8.mp4,髪をまとめた男性が不遜な態度で、マイクを向けてくる男性に反論している
Train,161_9.mp4,マイクを向けている男性と向けられている男性が言い合いをしている
Train,164_1.mp4,女性が、男子生徒の一人を怒鳴りつけるように叱責している
Train,164_2.mp4,男子生徒が、手を上げようとする女性から身を守ろうとしている
Train,166_1.mp4,番組の収録に臨んでいるうちの一人が、身振りを交えて意見を述べている
Train,166_10.mp4,グレーのジャケットを着た男性が、両手で何か表現しながら自説を展開している
Train,166_12.mp4,番組出演者らが他者の発言に被せ気味に主張を述べあっている
Train,166_13.mp4,グレーのジャケットの男性の弁に、共演者らが滑稽そうに笑ったり反論したりしている
Train,166_14.mp4,男性と女性の番組出演者が、声を高めて何か言い合っている
Train,166_16.mp4,男性と女性の番組出演者が、興奮気味に何か言い合っている
Train,166_17.mp4,番組出演者らが口々に強く主張しあい、議論している
Train,166_18.mp4,グレージャケットの男性の力説を、ダークグレーのスーツの男性が笑い飛ばしている
Train,166_2.mp4,番組出演者の女性が思考をまとめるようにしながら何か質問している
Train,166_3.mp4,グレージャケットの男性が、女性の発言を食うように発言している
Train,166_4.mp4,グレージャケットの男性が、噛んで含めるような口調で自説を展開している
Train,166_6.mp4,女性出演者が、言葉を区切るようにして何か発言している
Train,166_7.mp4,女性出演者がはっきりした口調で何か主張している
Train,166_8.mp4,グレージャケットの男性と緑の服の女性が意見を戦わせている
Train,166_9.mp4,緑の服の女性とグレージャケットの男性が大きめの声で議論している
Train,167_11.mp4,男性が手振りを交えながら、少々大袈裟にコメントしている
Train,167_2.mp4,6人の男女がテーブルを囲み、飲食や話をしている
Train,167_3.mp4,テーブルを囲んでいる6人の男女のうち、2人の女性が興奮気味に話している
Train,167_4.mp4,テーブルを囲んでいる男女の中、一人の女性が興奮気味に何かまくし立てている
Train,167_5.mp4,両腕にタトゥーを入れた男性が、呆れたように女性のがなり声を聞いている
Train,167_6.mp4,テーブルに同席した人たちを顧みず、二人の女性が噛みつくような怒鳴り合いをしている
Train,167_7.mp4,テーブル脇で、立ち上がった二人の女性が感情的に口論している
Train,167_8.mp4,二人の女性がヒステリックに口論している
Train,167_9.mp4,黒髪の女性が、金髪の女性に何か言い立てている
Train,168_1.mp4,男性が片手で何かを示しながら話をしている
Train,168_10.mp4,若い男性がと短髪の男性が、互いに食い気味に質問したり答えたりしている
Train,168_11.mp4,若い男性が、短髪の男性に色々質問している
Train,168_12.mp4,若い男性が、小さなマイクのようなものを持って短髪の男性に質問している
Train,168_14.mp4,ネックレスをした男性が手振りを交えながら、若い男性のインタビューに答えている
Train,168_15.mp4,ネックレスをした男性が、積極的に質問に答えている
Train,168_16.mp4,ネックレスをした男性が、少々興奮気味に質問に答えている
Train,168_17.mp4,若い男性が小さなマイクで、短髪の男性にインタビューしている
Train,168_18.mp4,若い男性と短髪の男性が、活発に質問と回答の応酬をしている
Train,168_2.mp4,ネックレスをした男性がインタビューに答えている
Train,168_20.mp4,マイクを持った男性が指を立てながら何か質問している
Train,168_23.mp4,ネックレスをした男性とマイクを持った男性が、互いに食い気味に話している
Train,168_24.mp4,ネックレスの男性が途中で口をつぐみ、マイクの男性の発言を聞いている
Train,168_25.mp4,ネックレスの男性とマイクを持った男性が会話している
Train,168_3.mp4,マイクを持った男性が、ネックレスの男性に質問を投げかけている
Train,168_4.mp4,マイクを持った男性が頷きながら、ネックレスの男性の話を聞いている
Train,168_5.mp4,ネックレスの男性が、指し示すように人差し指を立てながら話し続けている
Train,168_6.mp4,マイクを持った男性が手振りしながら何か質問しようとしている
Train,168_7.mp4,二人の男性が真面目に質問と回答の応酬をしている
Train,168_9.mp4,マイクの男性が、ネックレスの男性の話に被せ気味に質問を重ねている
Train,169_1.mp4,紺のTシャツの男性が楽しそうに、チェックのシャツの男性に抱き着いている
Train,169_10.mp4,紺のTシャツの男性とチェックのシャツの男性が何かをぶつけ合い、罵り合っている
Train,169_11.mp4,チェックのシャツの男性が口を尖らすようにして、紺のＴシャツの男性をバカにしている
Train,169_12.mp4,チェックのシャツの男性が、紺のTシャツの男性との罵り合いの果てに暴力をふるっている
Train,169_14.mp4,逆上した男性らが大声で怒鳴り合いの喧嘩をしている
Train,169_15.mp4,紺のTシャツの男性とチェックのシャツの男性が、他者の制止も構わず、口喧嘩し続けている
Train,169_16.mp4,揉めている男性らの間で、女性がドラマチックに番組を進行しようとしている
Train,169_17.mp4,女性が目を見開き、大仰なジェスチャーでカメラに捲し立てている
Train,169_18.mp4,チェックのシャツの男性が、抑えられない様子で怒りを口にしている
Train,169_4.mp4,チェックのシャツの男性に寄り添った紺のTシャツの男性が、何か思い出しながら語っている
Train,169_5.mp4,くつろいだ様子の数人の男女がおかしそうに会話している
Train,169_6.mp4,ソファに座った4人の男女が愉快そうに会話している
Train,169_7.mp4,チェックのシャツの男性が、面白そうに聞いている人たちに話を続けている
Train,169_8.mp4,ソファに並んで座った男女が、二人の男性の話を聞いている
Train,169_9.mp4,紺のTシャツを着た男性の発言に、チェックのシャツの男性が眉をしかめている
Train,170_1.mp4,街角で、数人の男女が笑いながら会話している
Train,170_11.mp4,メッセージボードを持った人達の前で、キャップの男性が強めの口調で、向き合う男性と議論している
Train,170_12.mp4,メッセージボードを持った人達の前で、キャップの男性が向かい合う男性の話を聞いている
Train,170_13.mp4,キャップを被った男性がどこか指さしながら、向かいの男性に質問している
Train,170_14.mp4,食い入るように話を聞いているキャップの男性が、向かいの男性に確認している
Train,170_17.mp4,話をしている二人の男性を、数人の人がスマホで撮影している
Train,170_18.mp4,メッセージボードを持った人達の前で、二人の男性が議論を交わしている
Train,170_19.mp4,キャップを被った男性が、食い入るように話を聞き、質問している
Train,170_21.mp4,キャップを被った男性が相手の話を遮り、声を荒げて反論している
Train,170_22.mp4,キャップを被った男性が手振りを交えながら、向かいの男性に詰め寄っている
Train,170_23.mp4,まくし立てるキャップの男性に、向かい合う男性が若干笑っている
Train,170_24.mp4,キャップの男性がどこか示しながら発言し、向かいの男性がそれに答えている
Train,170_25.mp4,口ひげを蓄えた男性が、若干受け身の姿勢で向かい合う男性と話している
Train,170_26.mp4,取り巻く人たちの前で、二人の男性が議論している
Train,170_29.mp4,キャップを被った男性が、食って掛かるように何か主張している
Train,170_30.mp4,キャップの男性と紺の上着の男性が、少々前のめりで何か議論している
Train,170_31.mp4,キャップを被った男性が、向かい合う男性を見据えて何か主張している
Train,170_32.mp4,メッセージボードを持った人達の前で、二人の男性が討論している
Train,170_33.mp4,口ひげを蓄えた男性が、食い入るように見つめてくる男性に主張を述べている
Train,170_34.mp4,メッセージボードを持った人達の前で、二人の男性が何か討論している
Train,170_35.mp4,口ひげの男性が、キャップの男性の質問に答えている
Train,170_36.mp4,メッセージボードを抱えた人達の前で、二人の男性が議論している
Train,170_38.mp4,キャップを被った男性が手振りで調子を取りながら強く主張している
Train,170_4.mp4,カメラの回される前で、二人の男性が何か議論している
Train,170_40.mp4,若干呆れた様子の口髭の男性に、キャップの男性が矢継ぎ早に何か述べている
Train,170_43.mp4,キャップを被った男性が手振りを交えながら何か主張している
Train,170_44.mp4,キャップを被った男性が手振りを交えながら矢継ぎ早に何か主張している
Train,170_46.mp4,メッセージボードを持った人達の前で、キャップの男性と口ひげの男性が議論している
Train,170_6.mp4,キャップの男性と口ひげの男性が何か議論している
Train,170_7.mp4,人々が見つめる中、キャップの男性と口ひげの男性が討論している
Train,170_8.mp4,キャップの男性に凝視されている男性が、少々言い澱みながら発言している
Train,170_9.mp4,メッセージボードを持った人達の前で、二人の男性が何か言い合っている
Train,175_1.mp4,キッチンで姉弟が綱引きのように皿を引っ張り合っている
Train,177_1.mp4,人々がキッチンやリビングに集まり、楽しそうに過ごしている
Train,177_10.mp4,リビングに集まった人たちが、恐らくクリスマスパーティーを楽しんでいる
Train,177_11.mp4,女性が、ペンダントの写真を、のぞき込む人に見せている
Train,177_12.mp4,女性が、包装を破いて取り出したプレゼントを眺めている
Train,177_14.mp4,ソファに座った女性の一人が、もったいぶった様子でプレゼントの包装を剥いでいる
Train,177_15.mp4,女性の一人が、手にしたものをカメラに見せながら何か説明している
Train,177_2.mp4,車に乗った家族連れが楽しそうにドライブしている
Train,177_4.mp4,集合写真撮影をしたらしき人々が、続々と家の中に移動している
Train,177_5.mp4,ソファの置かれた絨毯上で、子供たちが組んず解れつして遊んでいる
Train,177_6.mp4,カメラを向けられた女性が、隣の男性を指さして楽しそうに解説している
Train,177_7.mp4,子供を含めた大勢の親族らしき人達が室内に集まり、楽しそうに過ごしている
Train,177_8.mp4,たくさんの子供達がホームパーティーに集まっている
Train,177_9.mp4,子供たちが楽しそうにプレゼントを開けたり、大人がそれを撮影したりしている
Train,178_1.mp4,カメラを向けられた女性が歌いながら、車に同乗する子供たちを紹介するように示している
Train,178_10.mp4,人々が、歌ったり踊ったり、それを見たりして楽しんでいる
Train,178_11.mp4,人々が、歌ったり踊ったり、それをはやし立てたりして楽しんでいる
Train,178_12.mp4,女性が、ツリーのそばに集まった子供たちにプレゼントを手渡している
Train,178_13.mp4,女性が、プレゼントを手にした子供たちに向けて、何かスピーチしている
Train,178_15.mp4,集まった子供たちが、各々手にしたプレゼントを開封しようとしている
Train,178_16.mp4,輪になって集まった人々が、大笑いしたり、楽しそうに過ごしている
Train,178_17.mp4,カメラを向けられている母娘らしき人たちが、何か話をしている
Train,178_2.mp4,家族らしき子供たちと同乗した車内で、母親らしき女性が表情豊かにカメラに語っている
Train,178_3.mp4,親族らしき人々がケーキの載ったテーブルを囲み、バースデーパーティーを開いている
Train,178_4.mp4,ケーキの載ったテーブルを囲んだ人たちがバースデーソングを歌っている
Train,178_5.mp4,ケーキの載ったテーブルを囲んだ人々が、バースデーパーティーを楽しんでいる
Train,178_7.mp4,大きなバースデーケーキを前にした人達が、楽しそうに笑っている
Train,178_8.mp4,頬をくっつけあった男女が、カメラに向かって茶目っ気たっぷりに何か語っている
Train,180_11.mp4,女性が、サンタ帽を被った子供たちの意識をカメラに向けるよう促している
Train,180_12.mp4,カメラを向けられた子供の一人が、カメラに向かって何か語っている
Train,180_13.mp4,サンタ帽を被った子供たちと女性が、楽しそうな表情をカメラに向けている
Train,180_5.mp4,女性と子供が、カメラに向かって笑ったり話したりしている
Train,180_6.mp4,パーカーを着た少年が、カメラにおちゃらけて見せている
Train,180_7.mp4,パーカーの少年が、カメラにクリスマスツリーが入るように、映り込む少女をどかしている
Train,180_8.mp4,サンタ帽を被った子供たちの背後の女性が、カメラに向かって楽しそうに語っている
Train,180_9.mp4,サンタ帽を被った子供たちが、背後の女性の合図で、声を揃えて何か言っている
Train,185_1.mp4,腹丈のフェンスを挟んで向かい合った大柄な男女が口論している
Train,185_2.mp4,男性が、吠えかかる大柄な女性に、バカにしたような言動をとっている
Train,185_3.mp4,大柄な女性が、フェンスの反対側にいる男性に激怒している
Train,185_4.mp4,フェンスを挟んで向き合った男女が、激しく口論している
Train,185_5.mp4,フェンスを挟んで向き合った大柄な男女が、激しい口喧嘩をしている
Train,185_7.mp4,大柄な男女が、フェンスを挟んで言い争いをしている
Train,185_8.mp4,大柄な女性がフェンスに寄りかかって、キャップの男性と口論している
Train,185_9.mp4,怒り狂った女性が、制止を振り払ってフェンスを乗り越えようとしている
Train,186_14.mp4,ひな壇のように並べた椅子に座った男女が、何か主張したり発言したりしている
Train,188_1.mp4,デモ参加者の一部が暴力行為を行っている
Train,188_11.mp4,人々が怒鳴りながら、物々しいデモに参加している
Train,188_12.mp4,報道や野次馬らしき人々が、デモの様子を撮影している
Train,188_13.mp4,デモの参加者らが暴力的に争っている
Train,188_14.mp4,多くのカメラマンが物々しいデモを撮影している
Train,188_15.mp4,大勢のデモ参加者らががなり立てている
Train,188_17.mp4,大勢ののデモ参加者らが乱闘を起こしている
Train,188_18.mp4,カメラを持った人々が、荒ぶったデモの様子を撮影している
Train,188_19.mp4,デモの中心地で、一部の人々が暴力沙汰を起こしている
Train,188_2.mp4,警察や報道らしき人達を含めた多くの人が、物々しいデモに集まっている
Train,188_22.mp4,デモ参加者らが一触即発の様子で騒ぎ立てている
Train,188_24.mp4,大勢の人が物々しいデモに参加している
Train,188_25.mp4,殺気立ったデモの中、参加者の一部が暴力行為に及んでいる
Train,188_26.mp4,野次馬らしき人々が、とばっちりを受けるほどの近さでデモを見物している
Train,188_27.mp4,テレビの撮影クルーが、デモ隊に向けて集音マイクを伸ばしている
Train,188_3.mp4,デモ参加者たちが乱暴狼藉を働いている
Train,188_4.mp4,デモ隊員たちが路上で過激な暴動を起こしている
Train,188_6.mp4,野次馬らしき人たちが、少々遠巻きに暴動を眺めている
Train,188_7.mp4,デモ参加者らが、激しい暴力行為に及んでいる
Train,188_8.mp4,デモ参加者らの一部が、路上で激しい暴力をふるっている
Train,188_9.mp4,デモ参加者の一部が殺気立って何か叫んだりしている
Train,189_1.mp4,眼鏡の男性が何か指をさしながら、ハッキリした口調で何か言っている
Train,189_5.mp4,男性らが口論の後に拳で殴り掛かっている
Train,189_6.mp4,激昂して怒鳴り合う男性らの間に、一人の男性が宥めるように割って入っている
